,n,Relations,FCY Result
632,39,"[[3, 5]]","(True, 40)"
633,39,"[[4, 6]]","(True, 40)"
634,39,"[[5, 7]]","(True, 40)"
635,39,"[[6, 8]]","(True, 40)"
636,39,"[[7, 9]]","(True, 40)"
637,39,"[[8, 10]]","(True, 40)"
638,39,"[[9, 11]]","(True, 40)"
639,39,"[[10, 12]]","(True, 40)"
640,39,"[[11, 13]]","(True, 40)"
641,39,"[[12, 14]]","(True, 40)"
642,39,"[[13, 15]]","(True, 40)"
643,39,"[[14, 16]]","(True, 40)"
644,39,"[[15, 17]]","(True, 40)"
645,39,"[[16, 18]]","(True, 40)"
646,39,"[[17, 19]]","(True, 40)"
647,39,"[[18, 20]]","(True, 40)"
648,39,"[[19, 21]]","(True, 40)"
649,39,"[[20, 22]]","(True, 40)"
650,39,"[[21, 23]]","(True, 40)"
651,39,"[[22, 24]]","(True, 40)"
652,39,"[[23, 25]]","(True, 40)"
653,39,"[[24, 26]]","(True, 40)"
654,39,"[[25, 27]]","(True, 40)"
655,39,"[[26, 28]]","(True, 40)"
656,39,"[[27, 29]]","(True, 40)"
657,39,"[[28, 30]]","(True, 40)"
658,39,"[[29, 31]]","(True, 40)"
659,39,"[[30, 32]]","(True, 40)"
660,39,"[[31, 33]]","(True, 40)"
661,39,"[[32, 34]]","(True, 40)"
662,39,"[[33, 35]]","(True, 40)"
663,39,"[[34, 36]]","(True, 40)"
664,39,"[[35, 37]]","(True, 40)"
665,39,"[[36, 38]]","(True, 40)"
666,40,"[[1, 3]]","(True, 41)"
667,40,"[[2, 4]]","(True, 41)"
668,40,"[[3, 5]]","(True, 41)"
669,40,"[[4, 6]]","(True, 41)"
670,40,"[[5, 7]]","(True, 41)"
671,40,"[[6, 8]]","(True, 41)"
672,40,"[[7, 9]]","(True, 41)"
673,40,"[[8, 10]]","(True, 41)"
674,40,"[[9, 11]]","(True, 41)"
675,40,"[[10, 12]]","(True, 41)"
676,40,"[[11, 13]]","(True, 41)"
677,40,"[[12, 14]]","(True, 41)"
678,40,"[[13, 15]]","(True, 41)"
679,40,"[[14, 16]]","(True, 41)"
680,40,"[[15, 17]]","(True, 41)"
681,40,"[[16, 18]]","(True, 41)"
682,40,"[[17, 19]]","(True, 41)"
683,40,"[[18, 20]]","(True, 41)"
684,40,"[[19, 21]]","(True, 41)"
685,40,"[[20, 22]]","(True, 41)"
686,40,"[[21, 23]]","(True, 41)"
687,40,"[[22, 24]]","(True, 41)"
688,40,"[[23, 25]]","(True, 41)"
689,40,"[[24, 26]]","(True, 41)"
690,40,"[[25, 27]]","(True, 41)"
691,40,"[[26, 28]]","(True, 41)"
692,40,"[[27, 29]]","(True, 41)"
693,40,"[[28, 30]]","(True, 41)"
694,40,"[[29, 31]]","(True, 41)"
695,40,"[[30, 32]]","(True, 41)"
696,40,"[[31, 33]]","(True, 41)"
697,40,"[[32, 34]]","(True, 41)"
698,40,"[[33, 35]]","(True, 41)"
699,40,"[[34, 36]]","(True, 41)"
700,40,"[[35, 37]]","(True, 41)"
701,40,"[[36, 38]]","(True, 41)"
702,40,"[[37, 39]]","(True, 41)"
703,41,"[[1, 3]]","(True, 42)"
704,41,"[[2, 4]]","(True, 42)"
705,41,"[[3, 5]]","(True, 42)"
706,41,"[[4, 6]]","(True, 42)"
707,41,"[[5, 7]]","(True, 42)"
708,41,"[[6, 8]]","(True, 42)"
709,41,"[[7, 9]]","(True, 42)"
710,41,"[[8, 10]]","(True, 42)"
711,41,"[[9, 11]]","(True, 42)"
712,41,"[[10, 12]]","(True, 42)"
713,41,"[[11, 13]]","(True, 42)"
714,41,"[[12, 14]]","(True, 42)"
715,41,"[[13, 15]]","(True, 42)"
716,41,"[[14, 16]]","(True, 42)"
717,41,"[[15, 17]]","(True, 42)"
718,41,"[[16, 18]]","(True, 42)"
719,41,"[[17, 19]]","(True, 42)"
720,41,"[[18, 20]]","(True, 42)"
721,41,"[[19, 21]]","(True, 42)"
722,41,"[[20, 22]]","(True, 42)"
723,41,"[[21, 23]]","(True, 42)"
724,41,"[[22, 24]]","(True, 42)"
725,41,"[[23, 25]]","(True, 42)"
726,41,"[[24, 26]]","(True, 42)"
727,41,"[[25, 27]]","(True, 42)"
728,41,"[[26, 28]]","(True, 42)"
729,41,"[[27, 29]]","(True, 42)"
730,41,"[[28, 30]]","(True, 42)"
731,41,"[[29, 31]]","(True, 42)"
732,41,"[[30, 32]]","(True, 42)"
733,41,"[[31, 33]]","(True, 42)"
734,41,"[[32, 34]]","(True, 42)"
735,41,"[[33, 35]]","(True, 42)"
736,41,"[[34, 36]]","(True, 42)"
737,41,"[[35, 37]]","(True, 42)"
738,41,"[[36, 38]]","(True, 42)"
739,41,"[[37, 39]]","(True, 42)"
740,41,"[[38, 40]]","(True, 42)"
741,42,"[[1, 3]]","(True, 43)"
742,42,"[[2, 4]]","(True, 43)"
743,42,"[[3, 5]]","(True, 43)"
744,42,"[[4, 6]]","(True, 43)"
745,42,"[[5, 7]]","(True, 43)"
746,42,"[[6, 8]]","(True, 43)"
747,42,"[[7, 9]]","(True, 43)"
748,42,"[[8, 10]]","(True, 43)"
749,42,"[[9, 11]]","(True, 43)"
750,42,"[[10, 12]]","(True, 43)"
751,42,"[[11, 13]]","(True, 43)"
752,42,"[[12, 14]]","(True, 43)"
753,42,"[[13, 15]]","(True, 43)"
754,42,"[[14, 16]]","(True, 43)"
755,42,"[[15, 17]]","(True, 43)"
756,42,"[[16, 18]]","(True, 43)"
757,42,"[[17, 19]]","(True, 43)"
758,42,"[[18, 20]]","(True, 43)"
759,42,"[[19, 21]]","(True, 43)"
760,42,"[[20, 22]]","(True, 43)"
761,42,"[[21, 23]]","(True, 43)"
762,42,"[[22, 24]]","(True, 43)"
763,42,"[[23, 25]]","(True, 43)"
764,42,"[[24, 26]]","(True, 43)"
765,42,"[[25, 27]]","(True, 43)"
766,42,"[[26, 28]]","(True, 43)"
767,42,"[[27, 29]]","(True, 43)"
768,42,"[[28, 30]]","(True, 43)"
769,42,"[[29, 31]]","(True, 43)"
770,42,"[[30, 32]]","(True, 43)"
771,42,"[[31, 33]]","(True, 43)"
772,42,"[[32, 34]]","(True, 43)"
773,42,"[[33, 35]]","(True, 43)"
774,42,"[[34, 36]]","(True, 43)"
775,42,"[[35, 37]]","(True, 43)"
776,42,"[[36, 38]]","(True, 43)"
777,42,"[[37, 39]]","(True, 43)"
778,42,"[[38, 40]]","(True, 43)"
779,42,"[[39, 41]]","(True, 43)"
780,43,"[[1, 3]]","(True, 44)"
781,43,"[[2, 4]]","(True, 44)"
782,43,"[[3, 5]]","(True, 44)"
783,43,"[[4, 6]]","(True, 44)"
784,43,"[[5, 7]]","(True, 44)"
785,43,"[[6, 8]]","(True, 44)"
786,43,"[[7, 9]]","(True, 44)"
787,43,"[[8, 10]]","(True, 44)"
788,43,"[[9, 11]]","(True, 44)"
789,43,"[[10, 12]]","(True, 44)"
790,43,"[[11, 13]]","(True, 44)"
791,43,"[[12, 14]]","(True, 44)"
792,43,"[[13, 15]]","(True, 44)"
793,43,"[[14, 16]]","(True, 44)"
794,43,"[[15, 17]]","(True, 44)"
795,43,"[[16, 18]]","(True, 44)"
796,43,"[[17, 19]]","(True, 44)"
797,43,"[[18, 20]]","(True, 44)"
798,43,"[[19, 21]]","(True, 44)"
799,43,"[[20, 22]]","(True, 44)"
800,43,"[[21, 23]]","(True, 44)"
801,43,"[[22, 24]]","(True, 44)"
802,43,"[[23, 25]]","(True, 44)"
803,43,"[[24, 26]]","(True, 44)"
804,43,"[[25, 27]]","(True, 44)"
805,43,"[[26, 28]]","(True, 44)"
806,43,"[[27, 29]]","(True, 44)"
807,43,"[[28, 30]]","(True, 44)"
808,43,"[[29, 31]]","(True, 44)"
809,43,"[[30, 32]]","(True, 44)"
810,43,"[[31, 33]]","(True, 44)"
811,43,"[[32, 34]]","(True, 44)"
812,43,"[[33, 35]]","(True, 44)"
813,43,"[[34, 36]]","(True, 44)"
814,43,"[[35, 37]]","(True, 44)"
815,43,"[[36, 38]]","(True, 44)"
816,43,"[[37, 39]]","(True, 44)"
817,43,"[[38, 40]]","(True, 44)"
818,43,"[[39, 41]]","(True, 44)"
819,43,"[[40, 42]]","(True, 44)"
820,44,"[[1, 3]]","(True, 45)"
821,44,"[[2, 4]]","(True, 45)"
822,44,"[[3, 5]]","(True, 45)"
823,44,"[[4, 6]]","(True, 45)"
824,44,"[[5, 7]]","(True, 45)"
825,44,"[[6, 8]]","(True, 45)"
826,44,"[[7, 9]]","(True, 45)"
827,44,"[[8, 10]]","(True, 45)"
828,44,"[[9, 11]]","(True, 45)"
829,44,"[[10, 12]]","(True, 45)"
830,44,"[[11, 13]]","(True, 45)"
831,44,"[[12, 14]]","(True, 45)"
832,44,"[[13, 15]]","(True, 45)"
833,44,"[[14, 16]]","(True, 45)"
834,44,"[[15, 17]]","(True, 45)"
835,44,"[[16, 18]]","(True, 45)"
836,44,"[[17, 19]]","(True, 45)"
837,44,"[[18, 20]]","(True, 45)"
838,44,"[[19, 21]]","(True, 45)"
839,44,"[[20, 22]]","(True, 45)"
840,44,"[[21, 23]]","(True, 45)"
841,44,"[[22, 24]]","(True, 45)"
842,44,"[[23, 25]]","(True, 45)"
843,44,"[[24, 26]]","(True, 45)"
844,44,"[[25, 27]]","(True, 45)"
845,44,"[[26, 28]]","(True, 45)"
846,44,"[[27, 29]]","(True, 45)"
847,44,"[[28, 30]]","(True, 45)"
848,44,"[[29, 31]]","(True, 45)"
849,44,"[[30, 32]]","(True, 45)"
850,44,"[[31, 33]]","(True, 45)"
851,44,"[[32, 34]]","(True, 45)"
852,44,"[[33, 35]]","(True, 45)"
853,44,"[[34, 36]]","(True, 45)"
854,44,"[[35, 37]]","(True, 45)"
855,44,"[[36, 38]]","(True, 45)"
856,44,"[[37, 39]]","(True, 45)"
857,44,"[[38, 40]]","(True, 45)"
858,44,"[[39, 41]]","(True, 45)"
859,44,"[[40, 42]]","(True, 45)"
860,44,"[[41, 43]]","(True, 45)"
861,45,"[[1, 3]]","(True, 46)"
862,45,"[[2, 4]]","(True, 46)"
863,45,"[[3, 5]]","(True, 46)"
864,45,"[[4, 6]]","(True, 46)"
865,45,"[[5, 7]]","(True, 46)"
866,45,"[[6, 8]]","(True, 46)"
867,45,"[[7, 9]]","(True, 46)"
868,45,"[[8, 10]]","(True, 46)"
869,45,"[[9, 11]]","(True, 46)"
870,45,"[[10, 12]]","(True, 46)"
871,45,"[[11, 13]]","(True, 46)"
872,45,"[[12, 14]]","(True, 46)"
873,45,"[[13, 15]]","(True, 46)"
874,45,"[[14, 16]]","(True, 46)"
875,45,"[[15, 17]]","(True, 46)"
876,45,"[[16, 18]]","(True, 46)"
877,45,"[[17, 19]]","(True, 46)"
878,45,"[[18, 20]]","(True, 46)"
879,45,"[[19, 21]]","(True, 46)"
880,45,"[[20, 22]]","(True, 46)"
881,45,"[[21, 23]]","(True, 46)"
882,45,"[[22, 24]]","(True, 46)"
883,45,"[[23, 25]]","(True, 46)"
884,45,"[[24, 26]]","(True, 46)"
885,45,"[[25, 27]]","(True, 46)"
886,45,"[[26, 28]]","(True, 46)"
887,45,"[[27, 29]]","(True, 46)"
888,45,"[[28, 30]]","(True, 46)"
889,45,"[[29, 31]]","(True, 46)"
890,45,"[[30, 32]]","(True, 46)"
891,45,"[[31, 33]]","(True, 46)"
892,45,"[[32, 34]]","(True, 46)"
893,45,"[[33, 35]]","(True, 46)"
894,45,"[[34, 36]]","(True, 46)"
895,45,"[[35, 37]]","(True, 46)"
896,45,"[[36, 38]]","(True, 46)"
897,45,"[[37, 39]]","(True, 46)"
898,45,"[[38, 40]]","(True, 46)"
899,45,"[[39, 41]]","(True, 46)"
900,45,"[[40, 42]]","(True, 46)"
901,45,"[[41, 43]]","(True, 46)"
902,45,"[[42, 44]]","(True, 46)"
903,46,"[[1, 3]]","(True, 47)"
904,46,"[[2, 4]]","(True, 47)"
905,46,"[[3, 5]]","(True, 47)"
906,46,"[[4, 6]]","(True, 47)"
907,46,"[[5, 7]]","(True, 47)"
908,46,"[[6, 8]]","(True, 47)"
909,46,"[[7, 9]]","(True, 47)"
910,46,"[[8, 10]]","(True, 47)"
911,46,"[[9, 11]]","(True, 47)"
912,46,"[[10, 12]]","(True, 47)"
913,46,"[[11, 13]]","(True, 47)"
914,46,"[[12, 14]]","(True, 47)"
915,46,"[[13, 15]]","(True, 47)"
916,46,"[[14, 16]]","(True, 47)"
917,46,"[[15, 17]]","(True, 47)"
918,46,"[[16, 18]]","(True, 47)"
919,46,"[[17, 19]]","(True, 47)"
920,46,"[[18, 20]]","(True, 47)"
921,46,"[[19, 21]]","(True, 47)"
922,46,"[[20, 22]]","(True, 47)"
923,46,"[[21, 23]]","(True, 47)"
924,46,"[[22, 24]]","(True, 47)"
925,46,"[[23, 25]]","(True, 47)"
926,46,"[[24, 26]]","(True, 47)"
927,46,"[[25, 27]]","(True, 47)"
928,46,"[[26, 28]]","(True, 47)"
929,46,"[[27, 29]]","(True, 47)"
930,46,"[[28, 30]]","(True, 47)"
931,46,"[[29, 31]]","(True, 47)"
932,46,"[[30, 32]]","(True, 47)"
933,46,"[[31, 33]]","(True, 47)"
934,46,"[[32, 34]]","(True, 47)"
935,46,"[[33, 35]]","(True, 47)"
936,46,"[[34, 36]]","(True, 47)"
937,46,"[[35, 37]]","(True, 47)"
938,46,"[[36, 38]]","(True, 47)"
939,46,"[[37, 39]]","(True, 47)"
940,46,"[[38, 40]]","(True, 47)"
941,46,"[[39, 41]]","(True, 47)"
942,46,"[[40, 42]]","(True, 47)"
943,46,"[[41, 43]]","(True, 47)"
944,46,"[[42, 44]]","(True, 47)"
945,46,"[[43, 45]]","(True, 47)"
946,47,"[[1, 3]]","(True, 48)"
947,47,"[[2, 4]]","(True, 48)"
948,47,"[[3, 5]]","(True, 48)"
949,47,"[[4, 6]]","(True, 48)"
950,47,"[[5, 7]]","(True, 48)"
951,47,"[[6, 8]]","(True, 48)"
952,47,"[[7, 9]]","(True, 48)"
953,47,"[[8, 10]]","(True, 48)"
954,47,"[[9, 11]]","(True, 48)"
955,47,"[[10, 12]]","(True, 48)"
956,47,"[[11, 13]]","(True, 48)"
957,47,"[[12, 14]]","(True, 48)"
958,47,"[[13, 15]]","(True, 48)"
959,47,"[[14, 16]]","(True, 48)"
960,47,"[[15, 17]]","(True, 48)"
961,47,"[[16, 18]]","(True, 48)"
962,47,"[[17, 19]]","(True, 48)"
963,47,"[[18, 20]]","(True, 48)"
964,47,"[[19, 21]]","(True, 48)"
965,47,"[[20, 22]]","(True, 48)"
966,47,"[[21, 23]]","(True, 48)"
967,47,"[[22, 24]]","(True, 48)"
968,47,"[[23, 25]]","(True, 48)"
969,47,"[[24, 26]]","(True, 48)"
970,47,"[[25, 27]]","(True, 48)"
971,47,"[[26, 28]]","(True, 48)"
972,47,"[[27, 29]]","(True, 48)"
973,47,"[[28, 30]]","(True, 48)"
974,47,"[[29, 31]]","(True, 48)"
975,47,"[[30, 32]]","(True, 48)"
976,47,"[[31, 33]]","(True, 48)"
977,47,"[[32, 34]]","(True, 48)"
978,47,"[[33, 35]]","(True, 48)"
979,47,"[[34, 36]]","(True, 48)"
980,47,"[[35, 37]]","(True, 48)"
981,47,"[[36, 38]]","(True, 48)"
982,47,"[[37, 39]]","(True, 48)"
983,47,"[[38, 40]]","(True, 48)"
984,47,"[[39, 41]]","(True, 48)"
985,47,"[[40, 42]]","(True, 48)"
986,47,"[[41, 43]]","(True, 48)"
987,47,"[[42, 44]]","(True, 48)"
988,47,"[[43, 45]]","(True, 48)"
989,47,"[[44, 46]]","(True, 48)"
990,48,"[[1, 3]]","(True, 49)"
991,48,"[[2, 4]]","(True, 49)"
992,48,"[[3, 5]]","(True, 49)"
993,48,"[[4, 6]]","(True, 49)"
994,48,"[[5, 7]]","(True, 49)"
995,48,"[[6, 8]]","(True, 49)"
996,48,"[[7, 9]]","(True, 49)"
997,48,"[[8, 10]]","(True, 49)"
998,48,"[[9, 11]]","(True, 49)"
999,48,"[[10, 12]]","(True, 49)"
1000,48,"[[11, 13]]","(True, 49)"
1001,48,"[[12, 14]]","(True, 49)"
1002,48,"[[13, 15]]","(True, 49)"
1003,48,"[[14, 16]]","(True, 49)"
1004,48,"[[15, 17]]","(True, 49)"
1005,48,"[[16, 18]]","(True, 49)"
1006,48,"[[17, 19]]","(True, 49)"
1007,48,"[[18, 20]]","(True, 49)"
1008,48,"[[19, 21]]","(True, 49)"
1009,48,"[[20, 22]]","(True, 49)"
1010,48,"[[21, 23]]","(True, 49)"
1011,48,"[[22, 24]]","(True, 49)"
1012,48,"[[23, 25]]","(True, 49)"
1013,48,"[[24, 26]]","(True, 49)"
1014,48,"[[25, 27]]","(True, 49)"
1015,48,"[[26, 28]]","(True, 49)"
1016,48,"[[27, 29]]","(True, 49)"
1017,48,"[[28, 30]]","(True, 49)"
1018,48,"[[29, 31]]","(True, 49)"
1019,48,"[[30, 32]]","(True, 49)"
1020,48,"[[31, 33]]","(True, 49)"
1021,48,"[[32, 34]]","(True, 49)"
1022,48,"[[33, 35]]","(True, 49)"
1023,48,"[[34, 36]]","(True, 49)"
1024,48,"[[35, 37]]","(True, 49)"
1025,48,"[[36, 38]]","(True, 49)"
1026,48,"[[37, 39]]","(True, 49)"
1027,48,"[[38, 40]]","(True, 49)"
1028,48,"[[39, 41]]","(True, 49)"
1029,48,"[[40, 42]]","(True, 49)"
1030,48,"[[41, 43]]","(True, 49)"
1031,48,"[[42, 44]]","(True, 49)"
1032,48,"[[43, 45]]","(True, 49)"
1033,48,"[[44, 46]]","(True, 49)"
1034,48,"[[45, 47]]","(True, 49)"
1035,49,"[[1, 3]]","(True, 50)"
1036,49,"[[2, 4]]","(True, 50)"
1037,49,"[[3, 5]]","(True, 50)"
1038,49,"[[4, 6]]","(True, 50)"
1039,49,"[[5, 7]]","(True, 50)"
1040,49,"[[6, 8]]","(True, 50)"
1041,49,"[[7, 9]]","(True, 50)"
1042,49,"[[8, 10]]","(True, 50)"
1043,49,"[[9, 11]]","(True, 50)"
1044,49,"[[10, 12]]","(True, 50)"
1045,49,"[[11, 13]]","(True, 50)"
1046,49,"[[12, 14]]","(True, 50)"
1047,49,"[[13, 15]]","(True, 50)"
1048,49,"[[14, 16]]","(True, 50)"
1049,49,"[[15, 17]]","(True, 50)"
1050,49,"[[16, 18]]","(True, 50)"
1051,49,"[[17, 19]]","(True, 50)"
1052,49,"[[18, 20]]","(True, 50)"
1053,49,"[[19, 21]]","(True, 50)"
1054,49,"[[20, 22]]","(True, 50)"
1055,49,"[[21, 23]]","(True, 50)"
1056,49,"[[22, 24]]","(True, 50)"
1057,49,"[[23, 25]]","(True, 50)"
1058,49,"[[24, 26]]","(True, 50)"
1059,49,"[[25, 27]]","(True, 50)"
1060,49,"[[26, 28]]","(True, 50)"
1061,49,"[[27, 29]]","(True, 50)"
1062,49,"[[28, 30]]","(True, 50)"
1063,49,"[[29, 31]]","(True, 50)"
1064,49,"[[30, 32]]","(True, 50)"
1065,49,"[[31, 33]]","(True, 50)"
1066,49,"[[32, 34]]","(True, 50)"
1067,49,"[[33, 35]]","(True, 50)"
1068,49,"[[34, 36]]","(True, 50)"
1069,49,"[[35, 37]]","(True, 50)"
1070,49,"[[36, 38]]","(True, 50)"
1071,49,"[[37, 39]]","(True, 50)"
1072,49,"[[38, 40]]","(True, 50)"
1073,49,"[[39, 41]]","(True, 50)"
1074,49,"[[40, 42]]","(True, 50)"
1075,49,"[[41, 43]]","(True, 50)"
1076,49,"[[42, 44]]","(True, 50)"
1077,49,"[[43, 45]]","(True, 50)"
1078,49,"[[44, 46]]","(True, 50)"
1079,49,"[[45, 47]]","(True, 50)"
1080,49,"[[46, 48]]","(True, 50)"
1081,50,"[[1, 3]]","(True, 51)"
1082,50,"[[2, 4]]","(True, 51)"
1083,50,"[[3, 5]]","(True, 51)"
1084,50,"[[4, 6]]","(True, 51)"
1085,50,"[[5, 7]]","(True, 51)"
1086,50,"[[6, 8]]","(True, 51)"
1087,50,"[[7, 9]]","(True, 51)"
1088,50,"[[8, 10]]","(True, 51)"
1089,50,"[[9, 11]]","(True, 51)"
1090,50,"[[10, 12]]","(True, 51)"
1091,50,"[[11, 13]]","(True, 51)"
1092,50,"[[12, 14]]","(True, 51)"
1093,50,"[[13, 15]]","(True, 51)"
1094,50,"[[14, 16]]","(True, 51)"
1095,50,"[[15, 17]]","(True, 51)"
1096,50,"[[16, 18]]","(True, 51)"
1097,50,"[[17, 19]]","(True, 51)"
1098,50,"[[18, 20]]","(True, 51)"
1099,50,"[[19, 21]]","(True, 51)"
1100,50,"[[20, 22]]","(True, 51)"
1101,50,"[[21, 23]]","(True, 51)"
1102,50,"[[22, 24]]","(True, 51)"
1103,50,"[[23, 25]]","(True, 51)"
1104,50,"[[24, 26]]","(True, 51)"
1105,50,"[[25, 27]]","(True, 51)"
1106,50,"[[26, 28]]","(True, 51)"
1107,50,"[[27, 29]]","(True, 51)"
1108,50,"[[28, 30]]","(True, 51)"
1109,50,"[[29, 31]]","(True, 51)"
1110,50,"[[30, 32]]","(True, 51)"
1111,50,"[[31, 33]]","(True, 51)"
1112,50,"[[32, 34]]","(True, 51)"
1113,50,"[[33, 35]]","(True, 51)"
1114,50,"[[34, 36]]","(True, 51)"
1115,50,"[[35, 37]]","(True, 51)"
1116,50,"[[36, 38]]","(True, 51)"
1117,50,"[[37, 39]]","(True, 51)"
1118,50,"[[38, 40]]","(True, 51)"
1119,50,"[[39, 41]]","(True, 51)"
1120,50,"[[40, 42]]","(True, 51)"
1121,50,"[[41, 43]]","(True, 51)"
1122,50,"[[42, 44]]","(True, 51)"
1123,50,"[[43, 45]]","(True, 51)"
1124,50,"[[44, 46]]","(True, 51)"
1125,50,"[[45, 47]]","(True, 51)"
1126,50,"[[46, 48]]","(True, 51)"
1127,50,"[[47, 49]]","(True, 51)"
1128,51,"[[1, 3]]","(True, 52)"
1129,51,"[[2, 4]]","(True, 52)"
1130,51,"[[3, 5]]","(True, 52)"
1131,51,"[[4, 6]]","(True, 52)"
1132,51,"[[5, 7]]","(True, 52)"
1133,51,"[[6, 8]]","(True, 52)"
1134,51,"[[7, 9]]","(True, 52)"
1135,51,"[[8, 10]]","(True, 52)"
1136,51,"[[9, 11]]","(True, 52)"
1137,51,"[[10, 12]]","(True, 52)"
1138,51,"[[11, 13]]","(True, 52)"
1139,51,"[[12, 14]]","(True, 52)"
1140,51,"[[13, 15]]","(True, 52)"
1141,51,"[[14, 16]]","(True, 52)"
1142,51,"[[15, 17]]","(True, 52)"
1143,51,"[[16, 18]]","(True, 52)"
1144,51,"[[17, 19]]","(True, 52)"
1145,51,"[[18, 20]]","(True, 52)"
1146,51,"[[19, 21]]","(True, 52)"
1147,51,"[[20, 22]]","(True, 52)"
1148,51,"[[21, 23]]","(True, 52)"
1149,51,"[[22, 24]]","(True, 52)"
1150,51,"[[23, 25]]","(True, 52)"
1151,51,"[[24, 26]]","(True, 52)"
1152,51,"[[25, 27]]","(True, 52)"
1153,51,"[[26, 28]]","(True, 52)"
1154,51,"[[27, 29]]","(True, 52)"
1155,51,"[[28, 30]]","(True, 52)"
1156,51,"[[29, 31]]","(True, 52)"
1157,51,"[[30, 32]]","(True, 52)"
1158,51,"[[31, 33]]","(True, 52)"
1159,51,"[[32, 34]]","(True, 52)"
1160,51,"[[33, 35]]","(True, 52)"
1161,51,"[[34, 36]]","(True, 52)"
1162,51,"[[35, 37]]","(True, 52)"
1163,51,"[[36, 38]]","(True, 52)"
1164,51,"[[37, 39]]","(True, 52)"
1165,51,"[[38, 40]]","(True, 52)"
1166,51,"[[39, 41]]","(True, 52)"
1167,51,"[[40, 42]]","(True, 52)"
1168,51,"[[41, 43]]","(True, 52)"
1169,51,"[[42, 44]]","(True, 52)"
1170,51,"[[43, 45]]","(True, 52)"
1171,51,"[[44, 46]]","(True, 52)"
1172,51,"[[45, 47]]","(True, 52)"
1173,51,"[[46, 48]]","(True, 52)"
1174,51,"[[47, 49]]","(True, 52)"
1175,51,"[[48, 50]]","(True, 52)"
1176,52,"[[1, 3]]","(True, 53)"
1177,52,"[[2, 4]]","(True, 53)"
1178,52,"[[3, 5]]","(True, 53)"
1179,52,"[[4, 6]]","(True, 53)"
1180,52,"[[5, 7]]","(True, 53)"
1181,52,"[[6, 8]]","(True, 53)"
1182,52,"[[7, 9]]","(True, 53)"
1183,52,"[[8, 10]]","(True, 53)"
1184,52,"[[9, 11]]","(True, 53)"
1185,52,"[[10, 12]]","(True, 53)"
1186,52,"[[11, 13]]","(True, 53)"
1187,52,"[[12, 14]]","(True, 53)"
1188,52,"[[13, 15]]","(True, 53)"
1189,52,"[[14, 16]]","(True, 53)"
1190,52,"[[15, 17]]","(True, 53)"
1191,52,"[[16, 18]]","(True, 53)"
1192,52,"[[17, 19]]","(True, 53)"
1193,52,"[[18, 20]]","(True, 53)"
1194,52,"[[19, 21]]","(True, 53)"
1195,52,"[[20, 22]]","(True, 53)"
1196,52,"[[21, 23]]","(True, 53)"
1197,52,"[[22, 24]]","(True, 53)"
1198,52,"[[23, 25]]","(True, 53)"
1199,52,"[[24, 26]]","(True, 53)"
1200,52,"[[25, 27]]","(True, 53)"
1201,52,"[[26, 28]]","(True, 53)"
1202,52,"[[27, 29]]","(True, 53)"
1203,52,"[[28, 30]]","(True, 53)"
1204,52,"[[29, 31]]","(True, 53)"
1205,52,"[[30, 32]]","(True, 53)"
1206,52,"[[31, 33]]","(True, 53)"
1207,52,"[[32, 34]]","(True, 53)"
1208,52,"[[33, 35]]","(True, 53)"
1209,52,"[[34, 36]]","(True, 53)"
1210,52,"[[35, 37]]","(True, 53)"
1211,52,"[[36, 38]]","(True, 53)"
1212,52,"[[37, 39]]","(True, 53)"
1213,52,"[[38, 40]]","(True, 53)"
1214,52,"[[39, 41]]","(True, 53)"
1215,52,"[[40, 42]]","(True, 53)"
1216,52,"[[41, 43]]","(True, 53)"
1217,52,"[[42, 44]]","(True, 53)"
1218,52,"[[43, 45]]","(True, 53)"
1219,52,"[[44, 46]]","(True, 53)"
1220,52,"[[45, 47]]","(True, 53)"
1221,52,"[[46, 48]]","(True, 53)"
1222,52,"[[47, 49]]","(True, 53)"
1223,52,"[[48, 50]]","(True, 53)"
1224,52,"[[49, 51]]","(True, 53)"
1225,53,"[[1, 3]]","(True, 54)"
1226,53,"[[2, 4]]","(True, 54)"
1227,53,"[[3, 5]]","(True, 54)"
1228,53,"[[4, 6]]","(True, 54)"
1229,53,"[[5, 7]]","(True, 54)"
1230,53,"[[6, 8]]","(True, 54)"
1231,53,"[[7, 9]]","(True, 54)"
1232,53,"[[8, 10]]","(True, 54)"
1233,53,"[[9, 11]]","(True, 54)"
1234,53,"[[10, 12]]","(True, 54)"
1235,53,"[[11, 13]]","(True, 54)"
1236,53,"[[12, 14]]","(True, 54)"
1237,53,"[[13, 15]]","(True, 54)"
1238,53,"[[14, 16]]","(True, 54)"
1239,53,"[[15, 17]]","(True, 54)"
1240,53,"[[16, 18]]","(True, 54)"
1241,53,"[[17, 19]]","(True, 54)"
1242,53,"[[18, 20]]","(True, 54)"
1243,53,"[[19, 21]]","(True, 54)"
1244,53,"[[20, 22]]","(True, 54)"
1245,53,"[[21, 23]]","(True, 54)"
1246,53,"[[22, 24]]","(True, 54)"
1247,53,"[[23, 25]]","(True, 54)"
1248,53,"[[24, 26]]","(True, 54)"
1249,53,"[[25, 27]]","(True, 54)"
1250,53,"[[26, 28]]","(True, 54)"
1251,53,"[[27, 29]]","(True, 54)"
1252,53,"[[28, 30]]","(True, 54)"
1253,53,"[[29, 31]]","(True, 54)"
1254,53,"[[30, 32]]","(True, 54)"
1255,53,"[[31, 33]]","(True, 54)"
