,n,Relations,FCY Result
1381,56,"[[4, 6]]","(True, 57)"
1382,56,"[[5, 7]]","(True, 57)"
1383,56,"[[6, 8]]","(True, 57)"
1384,56,"[[7, 9]]","(True, 57)"
1385,56,"[[8, 10]]","(True, 57)"
1386,56,"[[9, 11]]","(True, 57)"
1387,56,"[[10, 12]]","(True, 57)"
1388,56,"[[11, 13]]","(True, 57)"
1389,56,"[[12, 14]]","(True, 57)"
1390,56,"[[13, 15]]","(True, 57)"
1391,56,"[[14, 16]]","(True, 57)"
1392,56,"[[15, 17]]","(True, 57)"
1393,56,"[[16, 18]]","(True, 57)"
1394,56,"[[17, 19]]","(True, 57)"
1395,56,"[[18, 20]]","(True, 57)"
1396,56,"[[19, 21]]","(True, 57)"
1397,56,"[[20, 22]]","(True, 57)"
1398,56,"[[21, 23]]","(True, 57)"
1399,56,"[[22, 24]]","(True, 57)"
1400,56,"[[23, 25]]","(True, 57)"
1401,56,"[[24, 26]]","(True, 57)"
1402,56,"[[25, 27]]","(True, 57)"
1403,56,"[[26, 28]]","(True, 57)"
1404,56,"[[27, 29]]","(True, 57)"
1405,56,"[[28, 30]]","(True, 57)"
1406,56,"[[29, 31]]","(True, 57)"
1407,56,"[[30, 32]]","(True, 57)"
1408,56,"[[31, 33]]","(True, 57)"
1409,56,"[[32, 34]]","(True, 57)"
1410,56,"[[33, 35]]","(True, 57)"
1411,56,"[[34, 36]]","(True, 57)"
1412,56,"[[35, 37]]","(True, 57)"
1413,56,"[[36, 38]]","(True, 57)"
1414,56,"[[37, 39]]","(True, 57)"
1415,56,"[[38, 40]]","(True, 57)"
1416,56,"[[39, 41]]","(True, 57)"
1417,56,"[[40, 42]]","(True, 57)"
1418,56,"[[41, 43]]","(True, 57)"
1419,56,"[[42, 44]]","(True, 57)"
1420,56,"[[43, 45]]","(True, 57)"
1421,56,"[[44, 46]]","(True, 57)"
1422,56,"[[45, 47]]","(True, 57)"
1423,56,"[[46, 48]]","(True, 57)"
1424,56,"[[47, 49]]","(True, 57)"
1425,56,"[[48, 50]]","(True, 57)"
1426,56,"[[49, 51]]","(True, 57)"
1427,56,"[[50, 52]]","(True, 57)"
1428,56,"[[51, 53]]","(True, 57)"
1429,56,"[[52, 54]]","(True, 57)"
1430,56,"[[53, 55]]","(True, 57)"
1431,57,"[[1, 3]]","(True, 58)"
1432,57,"[[2, 4]]","(True, 58)"
1433,57,"[[3, 5]]","(True, 58)"
1434,57,"[[4, 6]]","(True, 58)"
1435,57,"[[5, 7]]","(True, 58)"
1436,57,"[[6, 8]]","(True, 58)"
1437,57,"[[7, 9]]","(True, 58)"
1438,57,"[[8, 10]]","(True, 58)"
1439,57,"[[9, 11]]","(True, 58)"
1440,57,"[[10, 12]]","(True, 58)"
1441,57,"[[11, 13]]","(True, 58)"
1442,57,"[[12, 14]]","(True, 58)"
1443,57,"[[13, 15]]","(True, 58)"
1444,57,"[[14, 16]]","(True, 58)"
1445,57,"[[15, 17]]","(True, 58)"
1446,57,"[[16, 18]]","(True, 58)"
1447,57,"[[17, 19]]","(True, 58)"
1448,57,"[[18, 20]]","(True, 58)"
1449,57,"[[19, 21]]","(True, 58)"
1450,57,"[[20, 22]]","(True, 58)"
1451,57,"[[21, 23]]","(True, 58)"
1452,57,"[[22, 24]]","(True, 58)"
1453,57,"[[23, 25]]","(True, 58)"
1454,57,"[[24, 26]]","(True, 58)"
1455,57,"[[25, 27]]","(True, 58)"
1456,57,"[[26, 28]]","(True, 58)"
1457,57,"[[27, 29]]","(True, 58)"
1458,57,"[[28, 30]]","(True, 58)"
1459,57,"[[29, 31]]","(True, 58)"
1460,57,"[[30, 32]]","(True, 58)"
1461,57,"[[31, 33]]","(True, 58)"
1462,57,"[[32, 34]]","(True, 58)"
1463,57,"[[33, 35]]","(True, 58)"
1464,57,"[[34, 36]]","(True, 58)"
1465,57,"[[35, 37]]","(True, 58)"
1466,57,"[[36, 38]]","(True, 58)"
1467,57,"[[37, 39]]","(True, 58)"
1468,57,"[[38, 40]]","(True, 58)"
1469,57,"[[39, 41]]","(True, 58)"
1470,57,"[[40, 42]]","(True, 58)"
1471,57,"[[41, 43]]","(True, 58)"
1472,57,"[[42, 44]]","(True, 58)"
1473,57,"[[43, 45]]","(True, 58)"
1474,57,"[[44, 46]]","(True, 58)"
1475,57,"[[45, 47]]","(True, 58)"
1476,57,"[[46, 48]]","(True, 58)"
1477,57,"[[47, 49]]","(True, 58)"
1478,57,"[[48, 50]]","(True, 58)"
1479,57,"[[49, 51]]","(True, 58)"
1480,57,"[[50, 52]]","(True, 58)"
1481,57,"[[51, 53]]","(True, 58)"
1482,57,"[[52, 54]]","(True, 58)"
1483,57,"[[53, 55]]","(True, 58)"
1484,57,"[[54, 56]]","(True, 58)"
1485,58,"[[1, 3]]","(True, 59)"
1486,58,"[[2, 4]]","(True, 59)"
1487,58,"[[3, 5]]","(True, 59)"
1488,58,"[[4, 6]]","(True, 59)"
1489,58,"[[5, 7]]","(True, 59)"
1490,58,"[[6, 8]]","(True, 59)"
1491,58,"[[7, 9]]","(True, 59)"
1492,58,"[[8, 10]]","(True, 59)"
1493,58,"[[9, 11]]","(True, 59)"
1494,58,"[[10, 12]]","(True, 59)"
1495,58,"[[11, 13]]","(True, 59)"
1496,58,"[[12, 14]]","(True, 59)"
1497,58,"[[13, 15]]","(True, 59)"
1498,58,"[[14, 16]]","(True, 59)"
1499,58,"[[15, 17]]","(True, 59)"
1500,58,"[[16, 18]]","(True, 59)"
1501,58,"[[17, 19]]","(True, 59)"
1502,58,"[[18, 20]]","(True, 59)"
1503,58,"[[19, 21]]","(True, 59)"
1504,58,"[[20, 22]]","(True, 59)"
1505,58,"[[21, 23]]","(True, 59)"
1506,58,"[[22, 24]]","(True, 59)"
1507,58,"[[23, 25]]","(True, 59)"
1508,58,"[[24, 26]]","(True, 59)"
1509,58,"[[25, 27]]","(True, 59)"
1510,58,"[[26, 28]]","(True, 59)"
1511,58,"[[27, 29]]","(True, 59)"
1512,58,"[[28, 30]]","(True, 59)"
1513,58,"[[29, 31]]","(True, 59)"
1514,58,"[[30, 32]]","(True, 59)"
1515,58,"[[31, 33]]","(True, 59)"
1516,58,"[[32, 34]]","(True, 59)"
1517,58,"[[33, 35]]","(True, 59)"
1518,58,"[[34, 36]]","(True, 59)"
1519,58,"[[35, 37]]","(True, 59)"
1520,58,"[[36, 38]]","(True, 59)"
1521,58,"[[37, 39]]","(True, 59)"
1522,58,"[[38, 40]]","(True, 59)"
1523,58,"[[39, 41]]","(True, 59)"
1524,58,"[[40, 42]]","(True, 59)"
1525,58,"[[41, 43]]","(True, 59)"
1526,58,"[[42, 44]]","(True, 59)"
1527,58,"[[43, 45]]","(True, 59)"
1528,58,"[[44, 46]]","(True, 59)"
1529,58,"[[45, 47]]","(True, 59)"
1530,58,"[[46, 48]]","(True, 59)"
1531,58,"[[47, 49]]","(True, 59)"
1532,58,"[[48, 50]]","(True, 59)"
1533,58,"[[49, 51]]","(True, 59)"
1534,58,"[[50, 52]]","(True, 59)"
1535,58,"[[51, 53]]","(True, 59)"
1536,58,"[[52, 54]]","(True, 59)"
1537,58,"[[53, 55]]","(True, 59)"
1538,58,"[[54, 56]]","(True, 59)"
1539,58,"[[55, 57]]","(True, 59)"
1540,59,"[[1, 3]]","(True, 60)"
1541,59,"[[2, 4]]","(True, 60)"
1542,59,"[[3, 5]]","(True, 60)"
1543,59,"[[4, 6]]","(True, 60)"
1544,59,"[[5, 7]]","(True, 60)"
1545,59,"[[6, 8]]","(True, 60)"
1546,59,"[[7, 9]]","(True, 60)"
1547,59,"[[8, 10]]","(True, 60)"
1548,59,"[[9, 11]]","(True, 60)"
1549,59,"[[10, 12]]","(True, 60)"
1550,59,"[[11, 13]]","(True, 60)"
1551,59,"[[12, 14]]","(True, 60)"
1552,59,"[[13, 15]]","(True, 60)"
1553,59,"[[14, 16]]","(True, 60)"
1554,59,"[[15, 17]]","(True, 60)"
1555,59,"[[16, 18]]","(True, 60)"
1556,59,"[[17, 19]]","(True, 60)"
1557,59,"[[18, 20]]","(True, 60)"
1558,59,"[[19, 21]]","(True, 60)"
1559,59,"[[20, 22]]","(True, 60)"
1560,59,"[[21, 23]]","(True, 60)"
1561,59,"[[22, 24]]","(True, 60)"
1562,59,"[[23, 25]]","(True, 60)"
1563,59,"[[24, 26]]","(True, 60)"
1564,59,"[[25, 27]]","(True, 60)"
1565,59,"[[26, 28]]","(True, 60)"
1566,59,"[[27, 29]]","(True, 60)"
1567,59,"[[28, 30]]","(True, 60)"
1568,59,"[[29, 31]]","(True, 60)"
1569,59,"[[30, 32]]","(True, 60)"
1570,59,"[[31, 33]]","(True, 60)"
1571,59,"[[32, 34]]","(True, 60)"
1572,59,"[[33, 35]]","(True, 60)"
1573,59,"[[34, 36]]","(True, 60)"
1574,59,"[[35, 37]]","(True, 60)"
1575,59,"[[36, 38]]","(True, 60)"
1576,59,"[[37, 39]]","(True, 60)"
1577,59,"[[38, 40]]","(True, 60)"
1578,59,"[[39, 41]]","(True, 60)"
1579,59,"[[40, 42]]","(True, 60)"
1580,59,"[[41, 43]]","(True, 60)"
1581,59,"[[42, 44]]","(True, 60)"
1582,59,"[[43, 45]]","(True, 60)"
1583,59,"[[44, 46]]","(True, 60)"
1584,59,"[[45, 47]]","(True, 60)"
1585,59,"[[46, 48]]","(True, 60)"
1586,59,"[[47, 49]]","(True, 60)"
1587,59,"[[48, 50]]","(True, 60)"
1588,59,"[[49, 51]]","(True, 60)"
1589,59,"[[50, 52]]","(True, 60)"
1590,59,"[[51, 53]]","(True, 60)"
1591,59,"[[52, 54]]","(True, 60)"
1592,59,"[[53, 55]]","(True, 60)"
1593,59,"[[54, 56]]","(True, 60)"
1594,59,"[[55, 57]]","(True, 60)"
1595,59,"[[56, 58]]","(True, 60)"
1596,60,"[[1, 3]]","(True, 61)"
1597,60,"[[2, 4]]","(True, 61)"
1598,60,"[[3, 5]]","(True, 61)"
1599,60,"[[4, 6]]","(True, 61)"
1600,60,"[[5, 7]]","(True, 61)"
1601,60,"[[6, 8]]","(True, 61)"
1602,60,"[[7, 9]]","(True, 61)"
1603,60,"[[8, 10]]","(True, 61)"
1604,60,"[[9, 11]]","(True, 61)"
1605,60,"[[10, 12]]","(True, 61)"
1606,60,"[[11, 13]]","(True, 61)"
1607,60,"[[12, 14]]","(True, 61)"
1608,60,"[[13, 15]]","(True, 61)"
1609,60,"[[14, 16]]","(True, 61)"
1610,60,"[[15, 17]]","(True, 61)"
1611,60,"[[16, 18]]","(True, 61)"
1612,60,"[[17, 19]]","(True, 61)"
1613,60,"[[18, 20]]","(True, 61)"
1614,60,"[[19, 21]]","(True, 61)"
1615,60,"[[20, 22]]","(True, 61)"
1616,60,"[[21, 23]]","(True, 61)"
1617,60,"[[22, 24]]","(True, 61)"
1618,60,"[[23, 25]]","(True, 61)"
1619,60,"[[24, 26]]","(True, 61)"
1620,60,"[[25, 27]]","(True, 61)"
1621,60,"[[26, 28]]","(True, 61)"
1622,60,"[[27, 29]]","(True, 61)"
1623,60,"[[28, 30]]","(True, 61)"
1624,60,"[[29, 31]]","(True, 61)"
1625,60,"[[30, 32]]","(True, 61)"
1626,60,"[[31, 33]]","(True, 61)"
1627,60,"[[32, 34]]","(True, 61)"
1628,60,"[[33, 35]]","(True, 61)"
1629,60,"[[34, 36]]","(True, 61)"
1630,60,"[[35, 37]]","(True, 61)"
1631,60,"[[36, 38]]","(True, 61)"
1632,60,"[[37, 39]]","(True, 61)"
1633,60,"[[38, 40]]","(True, 61)"
1634,60,"[[39, 41]]","(True, 61)"
1635,60,"[[40, 42]]","(True, 61)"
1636,60,"[[41, 43]]","(True, 61)"
1637,60,"[[42, 44]]","(True, 61)"
1638,60,"[[43, 45]]","(True, 61)"
1639,60,"[[44, 46]]","(True, 61)"
1640,60,"[[45, 47]]","(True, 61)"
1641,60,"[[46, 48]]","(True, 61)"
1642,60,"[[47, 49]]","(True, 61)"
1643,60,"[[48, 50]]","(True, 61)"
1644,60,"[[49, 51]]","(True, 61)"
1645,60,"[[50, 52]]","(True, 61)"
1646,60,"[[51, 53]]","(True, 61)"
1647,60,"[[52, 54]]","(True, 61)"
1648,60,"[[53, 55]]","(True, 61)"
1649,60,"[[54, 56]]","(True, 61)"
1650,60,"[[55, 57]]","(True, 61)"
1651,60,"[[56, 58]]","(True, 61)"
1652,60,"[[57, 59]]","(True, 61)"
1653,61,"[[1, 3]]","(True, 62)"
1654,61,"[[2, 4]]","(True, 62)"
1655,61,"[[3, 5]]","(True, 62)"
1656,61,"[[4, 6]]","(True, 62)"
1657,61,"[[5, 7]]","(True, 62)"
1658,61,"[[6, 8]]","(True, 62)"
1659,61,"[[7, 9]]","(True, 62)"
1660,61,"[[8, 10]]","(True, 62)"
1661,61,"[[9, 11]]","(True, 62)"
1662,61,"[[10, 12]]","(True, 62)"
1663,61,"[[11, 13]]","(True, 62)"
1664,61,"[[12, 14]]","(True, 62)"
1665,61,"[[13, 15]]","(True, 62)"
1666,61,"[[14, 16]]","(True, 62)"
1667,61,"[[15, 17]]","(True, 62)"
1668,61,"[[16, 18]]","(True, 62)"
1669,61,"[[17, 19]]","(True, 62)"
1670,61,"[[18, 20]]","(True, 62)"
1671,61,"[[19, 21]]","(True, 62)"
1672,61,"[[20, 22]]","(True, 62)"
1673,61,"[[21, 23]]","(True, 62)"
1674,61,"[[22, 24]]","(True, 62)"
1675,61,"[[23, 25]]","(True, 62)"
1676,61,"[[24, 26]]","(True, 62)"
1677,61,"[[25, 27]]","(True, 62)"
1678,61,"[[26, 28]]","(True, 62)"
1679,61,"[[27, 29]]","(True, 62)"
1680,61,"[[28, 30]]","(True, 62)"
1681,61,"[[29, 31]]","(True, 62)"
1682,61,"[[30, 32]]","(True, 62)"
1683,61,"[[31, 33]]","(True, 62)"
1684,61,"[[32, 34]]","(True, 62)"
1685,61,"[[33, 35]]","(True, 62)"
1686,61,"[[34, 36]]","(True, 62)"
1687,61,"[[35, 37]]","(True, 62)"
1688,61,"[[36, 38]]","(True, 62)"
1689,61,"[[37, 39]]","(True, 62)"
1690,61,"[[38, 40]]","(True, 62)"
1691,61,"[[39, 41]]","(True, 62)"
1692,61,"[[40, 42]]","(True, 62)"
1693,61,"[[41, 43]]","(True, 62)"
1694,61,"[[42, 44]]","(True, 62)"
1695,61,"[[43, 45]]","(True, 62)"
1696,61,"[[44, 46]]","(True, 62)"
1697,61,"[[45, 47]]","(True, 62)"
1698,61,"[[46, 48]]","(True, 62)"
1699,61,"[[47, 49]]","(True, 62)"
1700,61,"[[48, 50]]","(True, 62)"
1701,61,"[[49, 51]]","(True, 62)"
1702,61,"[[50, 52]]","(True, 62)"
1703,61,"[[51, 53]]","(True, 62)"
1704,61,"[[52, 54]]","(True, 62)"
1705,61,"[[53, 55]]","(True, 62)"
1706,61,"[[54, 56]]","(True, 62)"
1707,61,"[[55, 57]]","(True, 62)"
1708,61,"[[56, 58]]","(True, 62)"
1709,61,"[[57, 59]]","(True, 62)"
1710,61,"[[58, 60]]","(True, 62)"
1711,62,"[[1, 3]]","(True, 63)"
1712,62,"[[2, 4]]","(True, 63)"
1713,62,"[[3, 5]]","(True, 63)"
1714,62,"[[4, 6]]","(True, 63)"
1715,62,"[[5, 7]]","(True, 63)"
1716,62,"[[6, 8]]","(True, 63)"
1717,62,"[[7, 9]]","(True, 63)"
1718,62,"[[8, 10]]","(True, 63)"
1719,62,"[[9, 11]]","(True, 63)"
1720,62,"[[10, 12]]","(True, 63)"
1721,62,"[[11, 13]]","(True, 63)"
1722,62,"[[12, 14]]","(True, 63)"
1723,62,"[[13, 15]]","(True, 63)"
1724,62,"[[14, 16]]","(True, 63)"
1725,62,"[[15, 17]]","(True, 63)"
1726,62,"[[16, 18]]","(True, 63)"
1727,62,"[[17, 19]]","(True, 63)"
1728,62,"[[18, 20]]","(True, 63)"
1729,62,"[[19, 21]]","(True, 63)"
1730,62,"[[20, 22]]","(True, 63)"
1731,62,"[[21, 23]]","(True, 63)"
1732,62,"[[22, 24]]","(True, 63)"
1733,62,"[[23, 25]]","(True, 63)"
1734,62,"[[24, 26]]","(True, 63)"
1735,62,"[[25, 27]]","(True, 63)"
1736,62,"[[26, 28]]","(True, 63)"
1737,62,"[[27, 29]]","(True, 63)"
1738,62,"[[28, 30]]","(True, 63)"
1739,62,"[[29, 31]]","(True, 63)"
1740,62,"[[30, 32]]","(True, 63)"
1741,62,"[[31, 33]]","(True, 63)"
1742,62,"[[32, 34]]","(True, 63)"
1743,62,"[[33, 35]]","(True, 63)"
1744,62,"[[34, 36]]","(True, 63)"
1745,62,"[[35, 37]]","(True, 63)"
1746,62,"[[36, 38]]","(True, 63)"
1747,62,"[[37, 39]]","(True, 63)"
1748,62,"[[38, 40]]","(True, 63)"
1749,62,"[[39, 41]]","(True, 63)"
1750,62,"[[40, 42]]","(True, 63)"
1751,62,"[[41, 43]]","(True, 63)"
1752,62,"[[42, 44]]","(True, 63)"
1753,62,"[[43, 45]]","(True, 63)"
1754,62,"[[44, 46]]","(True, 63)"
1755,62,"[[45, 47]]","(True, 63)"
1756,62,"[[46, 48]]","(True, 63)"
1757,62,"[[47, 49]]","(True, 63)"
1758,62,"[[48, 50]]","(True, 63)"
1759,62,"[[49, 51]]","(True, 63)"
1760,62,"[[50, 52]]","(True, 63)"
1761,62,"[[51, 53]]","(True, 63)"
1762,62,"[[52, 54]]","(True, 63)"
1763,62,"[[53, 55]]","(True, 63)"
1764,62,"[[54, 56]]","(True, 63)"
1765,62,"[[55, 57]]","(True, 63)"
1766,62,"[[56, 58]]","(True, 63)"
1767,62,"[[57, 59]]","(True, 63)"
1768,62,"[[58, 60]]","(True, 63)"
1769,62,"[[59, 61]]","(True, 63)"
1770,63,"[[1, 3]]","(True, 64)"
1771,63,"[[2, 4]]","(True, 64)"
1772,63,"[[3, 5]]","(True, 64)"
1773,63,"[[4, 6]]","(True, 64)"
1774,63,"[[5, 7]]","(True, 64)"
1775,63,"[[6, 8]]","(True, 64)"
1776,63,"[[7, 9]]","(True, 64)"
1777,63,"[[8, 10]]","(True, 64)"
1778,63,"[[9, 11]]","(True, 64)"
1779,63,"[[10, 12]]","(True, 64)"
1780,63,"[[11, 13]]","(True, 64)"
1781,63,"[[12, 14]]","(True, 64)"
1782,63,"[[13, 15]]","(True, 64)"
1783,63,"[[14, 16]]","(True, 64)"
1784,63,"[[15, 17]]","(True, 64)"
1785,63,"[[16, 18]]","(True, 64)"
1786,63,"[[17, 19]]","(True, 64)"
1787,63,"[[18, 20]]","(True, 64)"
1788,63,"[[19, 21]]","(True, 64)"
1789,63,"[[20, 22]]","(True, 64)"
1790,63,"[[21, 23]]","(True, 64)"
1791,63,"[[22, 24]]","(True, 64)"
1792,63,"[[23, 25]]","(True, 64)"
1793,63,"[[24, 26]]","(True, 64)"
1794,63,"[[25, 27]]","(True, 64)"
1795,63,"[[26, 28]]","(True, 64)"
1796,63,"[[27, 29]]","(True, 64)"
1797,63,"[[28, 30]]","(True, 64)"
1798,63,"[[29, 31]]","(True, 64)"
1799,63,"[[30, 32]]","(True, 64)"
1800,63,"[[31, 33]]","(True, 64)"
1801,63,"[[32, 34]]","(True, 64)"
1802,63,"[[33, 35]]","(True, 64)"
1803,63,"[[34, 36]]","(True, 64)"
1804,63,"[[35, 37]]","(True, 64)"
1805,63,"[[36, 38]]","(True, 64)"
1806,63,"[[37, 39]]","(True, 64)"
1807,63,"[[38, 40]]","(True, 64)"
1808,63,"[[39, 41]]","(True, 64)"
1809,63,"[[40, 42]]","(True, 64)"
1810,63,"[[41, 43]]","(True, 64)"
1811,63,"[[42, 44]]","(True, 64)"
1812,63,"[[43, 45]]","(True, 64)"
1813,63,"[[44, 46]]","(True, 64)"
1814,63,"[[45, 47]]","(True, 64)"
1815,63,"[[46, 48]]","(True, 64)"
1816,63,"[[47, 49]]","(True, 64)"
1817,63,"[[48, 50]]","(True, 64)"
1818,63,"[[49, 51]]","(True, 64)"
1819,63,"[[50, 52]]","(True, 64)"
1820,63,"[[51, 53]]","(True, 64)"
1821,63,"[[52, 54]]","(True, 64)"
1822,63,"[[53, 55]]","(True, 64)"
1823,63,"[[54, 56]]","(True, 64)"
1824,63,"[[55, 57]]","(True, 64)"
1825,63,"[[56, 58]]","(True, 64)"
1826,63,"[[57, 59]]","(True, 64)"
1827,63,"[[58, 60]]","(True, 64)"
1828,63,"[[59, 61]]","(True, 64)"
1829,63,"[[60, 62]]","(True, 64)"
1830,64,"[[1, 3]]","(True, 65)"
1831,64,"[[2, 4]]","(True, 65)"
1832,64,"[[3, 5]]","(True, 65)"
1833,64,"[[4, 6]]","(True, 65)"
1834,64,"[[5, 7]]","(True, 65)"
1835,64,"[[6, 8]]","(True, 65)"
1836,64,"[[7, 9]]","(True, 65)"
1837,64,"[[8, 10]]","(True, 65)"
1838,64,"[[9, 11]]","(True, 65)"
1839,64,"[[10, 12]]","(True, 65)"
1840,64,"[[11, 13]]","(True, 65)"
1841,64,"[[12, 14]]","(True, 65)"
1842,64,"[[13, 15]]","(True, 65)"
1843,64,"[[14, 16]]","(True, 65)"
1844,64,"[[15, 17]]","(True, 65)"
1845,64,"[[16, 18]]","(True, 65)"
1846,64,"[[17, 19]]","(True, 65)"
1847,64,"[[18, 20]]","(True, 65)"
1848,64,"[[19, 21]]","(True, 65)"
1849,64,"[[20, 22]]","(True, 65)"
1850,64,"[[21, 23]]","(True, 65)"
1851,64,"[[22, 24]]","(True, 65)"
1852,64,"[[23, 25]]","(True, 65)"
1853,64,"[[24, 26]]","(True, 65)"
1854,64,"[[25, 27]]","(True, 65)"
1855,64,"[[26, 28]]","(True, 65)"
1856,64,"[[27, 29]]","(True, 65)"
1857,64,"[[28, 30]]","(True, 65)"
1858,64,"[[29, 31]]","(True, 65)"
1859,64,"[[30, 32]]","(True, 65)"
1860,64,"[[31, 33]]","(True, 65)"
1861,64,"[[32, 34]]","(True, 65)"
1862,64,"[[33, 35]]","(True, 65)"
1863,64,"[[34, 36]]","(True, 65)"
1864,64,"[[35, 37]]","(True, 65)"
1865,64,"[[36, 38]]","(True, 65)"
1866,64,"[[37, 39]]","(True, 65)"
1867,64,"[[38, 40]]","(True, 65)"
1868,64,"[[39, 41]]","(True, 65)"
1869,64,"[[40, 42]]","(True, 65)"
1870,64,"[[41, 43]]","(True, 65)"
1871,64,"[[42, 44]]","(True, 65)"
1872,64,"[[43, 45]]","(True, 65)"
1873,64,"[[44, 46]]","(True, 65)"
1874,64,"[[45, 47]]","(True, 65)"
1875,64,"[[46, 48]]","(True, 65)"
1876,64,"[[47, 49]]","(True, 65)"
1877,64,"[[48, 50]]","(True, 65)"
1878,64,"[[49, 51]]","(True, 65)"
1879,64,"[[50, 52]]","(True, 65)"
1880,64,"[[51, 53]]","(True, 65)"
1881,64,"[[52, 54]]","(True, 65)"
1882,64,"[[53, 55]]","(True, 65)"
1883,64,"[[54, 56]]","(True, 65)"
1884,64,"[[55, 57]]","(True, 65)"
1885,64,"[[56, 58]]","(True, 65)"
1886,64,"[[57, 59]]","(True, 65)"
1887,64,"[[58, 60]]","(True, 65)"
1888,64,"[[59, 61]]","(True, 65)"
1889,64,"[[60, 62]]","(True, 65)"
1890,64,"[[61, 63]]","(True, 65)"
1891,65,"[[1, 3]]","(True, 66)"
1892,65,"[[2, 4]]","(True, 66)"
1893,65,"[[3, 5]]","(True, 66)"
1894,65,"[[4, 6]]","(True, 66)"
1895,65,"[[5, 7]]","(True, 66)"
1896,65,"[[6, 8]]","(True, 66)"
1897,65,"[[7, 9]]","(True, 66)"
1898,65,"[[8, 10]]","(True, 66)"
1899,65,"[[9, 11]]","(True, 66)"
1900,65,"[[10, 12]]","(True, 66)"
1901,65,"[[11, 13]]","(True, 66)"
1902,65,"[[12, 14]]","(True, 66)"
1903,65,"[[13, 15]]","(True, 66)"
1904,65,"[[14, 16]]","(True, 66)"
1905,65,"[[15, 17]]","(True, 66)"
1906,65,"[[16, 18]]","(True, 66)"
1907,65,"[[17, 19]]","(True, 66)"
1908,65,"[[18, 20]]","(True, 66)"
1909,65,"[[19, 21]]","(True, 66)"
1910,65,"[[20, 22]]","(True, 66)"
1911,65,"[[21, 23]]","(True, 66)"
1912,65,"[[22, 24]]","(True, 66)"
1913,65,"[[23, 25]]","(True, 66)"
1914,65,"[[24, 26]]","(True, 66)"
1915,65,"[[25, 27]]","(True, 66)"
1916,65,"[[26, 28]]","(True, 66)"
1917,65,"[[27, 29]]","(True, 66)"
1918,65,"[[28, 30]]","(True, 66)"
1919,65,"[[29, 31]]","(True, 66)"
1920,65,"[[30, 32]]","(True, 66)"
1921,65,"[[31, 33]]","(True, 66)"
1922,65,"[[32, 34]]","(True, 66)"
1923,65,"[[33, 35]]","(True, 66)"
1924,65,"[[34, 36]]","(True, 66)"
1925,65,"[[35, 37]]","(True, 66)"
1926,65,"[[36, 38]]","(True, 66)"
1927,65,"[[37, 39]]","(True, 66)"
1928,65,"[[38, 40]]","(True, 66)"
1929,65,"[[39, 41]]","(True, 66)"
1930,65,"[[40, 42]]","(True, 66)"
1931,65,"[[41, 43]]","(True, 66)"
1932,65,"[[42, 44]]","(True, 66)"
1933,65,"[[43, 45]]","(True, 66)"
1934,65,"[[44, 46]]","(True, 66)"
1935,65,"[[45, 47]]","(True, 66)"
1936,65,"[[46, 48]]","(True, 66)"
1937,65,"[[47, 49]]","(True, 66)"
1938,65,"[[48, 50]]","(True, 66)"
1939,65,"[[49, 51]]","(True, 66)"
1940,65,"[[50, 52]]","(True, 66)"
1941,65,"[[51, 53]]","(True, 66)"
1942,65,"[[52, 54]]","(True, 66)"
1943,65,"[[53, 55]]","(True, 66)"
1944,65,"[[54, 56]]","(True, 66)"
1945,65,"[[55, 57]]","(True, 66)"
1946,65,"[[56, 58]]","(True, 66)"
1947,65,"[[57, 59]]","(True, 66)"
1948,65,"[[58, 60]]","(True, 66)"
1949,65,"[[59, 61]]","(True, 66)"
1950,65,"[[60, 62]]","(True, 66)"
1951,65,"[[61, 63]]","(True, 66)"
1952,65,"[[62, 64]]","(True, 66)"
1953,66,"[[1, 3]]","(True, 67)"
1954,66,"[[2, 4]]","(True, 67)"
1955,66,"[[3, 5]]","(True, 67)"
1956,66,"[[4, 6]]","(True, 67)"
1957,66,"[[5, 7]]","(True, 67)"
1958,66,"[[6, 8]]","(True, 67)"
1959,66,"[[7, 9]]","(True, 67)"
1960,66,"[[8, 10]]","(True, 67)"
1961,66,"[[9, 11]]","(True, 67)"
1962,66,"[[10, 12]]","(True, 67)"
1963,66,"[[11, 13]]","(True, 67)"
1964,66,"[[12, 14]]","(True, 67)"
1965,66,"[[13, 15]]","(True, 67)"
1966,66,"[[14, 16]]","(True, 67)"
1967,66,"[[15, 17]]","(True, 67)"
1968,66,"[[16, 18]]","(True, 67)"
1969,66,"[[17, 19]]","(True, 67)"
1970,66,"[[18, 20]]","(True, 67)"
1971,66,"[[19, 21]]","(True, 67)"
1972,66,"[[20, 22]]","(True, 67)"
1973,66,"[[21, 23]]","(True, 67)"
1974,66,"[[22, 24]]","(True, 67)"
1975,66,"[[23, 25]]","(True, 67)"
1976,66,"[[24, 26]]","(True, 67)"
1977,66,"[[25, 27]]","(True, 67)"
1978,66,"[[26, 28]]","(True, 67)"
1979,66,"[[27, 29]]","(True, 67)"
1980,66,"[[28, 30]]","(True, 67)"
1981,66,"[[29, 31]]","(True, 67)"
1982,66,"[[30, 32]]","(True, 67)"
1983,66,"[[31, 33]]","(True, 67)"
1984,66,"[[32, 34]]","(True, 67)"
1985,66,"[[33, 35]]","(True, 67)"
1986,66,"[[34, 36]]","(True, 67)"
1987,66,"[[35, 37]]","(True, 67)"
1988,66,"[[36, 38]]","(True, 67)"
